id,func,target,project,commit_id
5757,"void rgb8tobgr8(const uint8_t *src, uint8_t *dst, long src_size)

{

	long i;

	long num_pixels = src_size;

	for(i=0; i<num_pixels; i++)

	{

	    unsigned b,g,r;

	    register uint8_t rgb;

	    rgb = src[i];

	    r = (rgb&0x07);

	    g = (rgb&0x38)>>3;

	    b = (rgb&0xC0)>>6;

	    dst[i] = ((b<<1)&0x07) | ((g&0x07)<<3) | ((r&0x03)<<6);

	}

}
",True,FFmpeg,6e42e6c4b410dbef8b593c2d796a5dad95f89ee4
8566,"void xen_be_unbind_evtchn(struct XenDevice *xendev)

{

    if (xendev->local_port == -1) {

        return;

    }

    qemu_set_fd_handler(xc_evtchn_fd(xendev->evtchndev), NULL, NULL, NULL);

    xc_evtchn_unbind(xendev->evtchndev, xendev->local_port);

    xen_be_printf(xendev, 2, ""unbind evtchn port %d\n"", xendev->local_port);

    xendev->local_port = -1;

}
",False,qemu,a2db2a1edd06a50b8a862c654cf993368cf9f1d9
21864,"static void discard_vq_data(VirtQueue *vq, VirtIODevice *vdev)

{

    VirtQueueElement elem;



    if (!virtio_queue_ready(vq)) {

        return;

    }

    while (virtqueue_pop(vq, &elem)) {

        virtqueue_push(vq, &elem, 0);

    }

    virtio_notify(vdev, vq);

}
",False,qemu,51b19ebe4320f3dcd93cea71235c1219318ddfd2
17636,"static BlockAIOCB *raw_aio_readv(BlockDriverState *bs,

        int64_t sector_num, QEMUIOVector *qiov, int nb_sectors,

        BlockCompletionFunc *cb, void *opaque)

{

    return raw_aio_submit(bs, sector_num, qiov, nb_sectors,

                          cb, opaque, QEMU_AIO_READ);

}
",False,qemu,2174f12bdeb3974141784e14bbb7ad8c53178cd9
18278,"void ram_handle_compressed(void *host, uint8_t ch, uint64_t size)

{

    if (ch != 0 || !is_zero_range(host, size)) {

        memset(host, ch, size);

#ifndef _WIN32

        if (ch == 0 && (!kvm_enabled() || kvm_has_sync_mmu())) {

            size = size & ~(getpagesize() - 1);

            if (size > 0) {

                qemu_madvise(host, size, QEMU_MADV_DONTNEED);

            }

        }

#endif

    }

}
",False,qemu,fc1c4a5d32e15a4c40c47945da85ef9c1e0c1b54
25498,"static void pnv_chip_power9_class_init(ObjectClass *klass, void *data)

{

    DeviceClass *dc = DEVICE_CLASS(klass);

    PnvChipClass *k = PNV_CHIP_CLASS(klass);



    k->cpu_model = ""POWER9"";

    k->chip_type = PNV_CHIP_POWER9;

    k->chip_cfam_id = 0x100d104980000000ull; /* P9 Nimbus DD1.0 */

    k->cores_mask = POWER9_CORE_MASK;

    k->core_pir = pnv_chip_core_pir_p9;


    dc->desc = ""PowerNV Chip POWER9"";

}",True,qemu,967b75230b9720ea2b3ae49f38f8287026125f9f
6207,"static void gen_mtsr(DisasContext *ctx)

{

#if defined(CONFIG_USER_ONLY)

    gen_inval_exception(ctx, POWERPC_EXCP_PRIV_REG);

#else

    TCGv t0;

    if (unlikely(ctx->pr)) {

        gen_inval_exception(ctx, POWERPC_EXCP_PRIV_REG);

        return;

    }

    t0 = tcg_const_tl(SR(ctx->opcode));

    gen_helper_store_sr(cpu_env, t0, cpu_gpr[rS(ctx->opcode)]);

    tcg_temp_free(t0);

#endif

}
",True,qemu,9b2fadda3e0196ffd485adde4fe9cdd6fae35300
10193,"static int coroutine_fn raw_co_preadv(BlockDriverState *bs, uint64_t offset,

                                      uint64_t bytes, QEMUIOVector *qiov,

                                      int flags)

{

    BDRVRawState *s = bs->opaque;



    if (offset > UINT64_MAX - s->offset) {

        return -EINVAL;

    }

    offset += s->offset;



    BLKDBG_EVENT(bs->file, BLKDBG_READ_AIO);

    return bdrv_co_preadv(bs->file, offset, bytes, qiov, flags);

}
",False,qemu,2e6fc7eb1a4af1b127df5f07b8bb28af891946fa
155,"static void ehci_mem_writew(void *ptr, target_phys_addr_t addr, uint32_t val)

{

    fprintf(stderr, ""EHCI doesn't handle 16-bit writes to MMIO\n"");

    exit(1);

}
",True,qemu,3e4f910c8d490a1490409a7e381dbbb229f9d272
26275,"void qemu_mutex_lock_iothread(void)

{

    if (kvm_enabled()) {

        qemu_mutex_lock(&qemu_fair_mutex);

        qemu_mutex_lock(&qemu_global_mutex);

        qemu_mutex_unlock(&qemu_fair_mutex);

    } else

        qemu_signal_lock(100);

}
",False,qemu,1a28cac3161f8a85ee0256776068eaed2da025e5
11402,"static void gen_load_fpr32h(TCGv_i32 t, int reg)

{

    TCGv_i64 t64 = tcg_temp_new_i64();

    tcg_gen_shri_i64(t64, fpu_f64[reg], 32);

    tcg_gen_trunc_i64_i32(t, t64);

    tcg_temp_free_i64(t64);

}
",False,qemu,7f6613cedc59fa849105668ae971dc31004bca1c
2034,"START_TEST(qobject_to_qint_test)

{

    QInt *qi;



    qi = qint_from_int(0);

    fail_unless(qobject_to_qint(QOBJECT(qi)) == qi);



    QDECREF(qi);

}
",False,qemu,65cdadd2e2de76f7db3bf6b7d8dd8c67abff9659
13820,"static void nested_struct_cleanup(UserDefNested *udnp)

{

    qapi_free_UserDefNested(udnp);

}
",False,qemu,b6fcf32d9b851a83dedcb609091236b97cc4a985
12801,"static void iothread_instance_finalize(Object *obj)

{

    IOThread *iothread = IOTHREAD(obj);



    iothread_stop(obj, NULL);

    qemu_cond_destroy(&iothread->init_done_cond);

    qemu_mutex_destroy(&iothread->init_done_lock);




    aio_context_unref(iothread->ctx);
",True,qemu,eb7b5c35117bfb90dcfa881a0e3b23368c73fba6
12259,"static ExitStatus trans_fop_dew_0e(DisasContext *ctx, uint32_t insn,

                                   const DisasInsn *di)

{

    unsigned rt = extract32(insn, 0, 5);

    unsigned ra = assemble_ra64(insn);

    return do_fop_dew(ctx, rt, ra, di->f_dew);

}
",True,qemu,eff235eb2bcd7092901f4698a7907e742f3b7f2f
7021,"void slirp_output(const uint8_t *pkt, int pkt_len)

{

#ifdef DEBUG_SLIRP

    printf(""slirp output:\n"");

    hex_dump(stdout, pkt, pkt_len);

#endif

    if (!slirp_vc)

        return;

    qemu_send_packet(slirp_vc, pkt, pkt_len);

}
",False,qemu,d6cf84e1de0a167963f0803d6e39f6ca03e27eaa
21564,"BlockStatsList *qmp_query_blockstats(Error **errp)
{
    BlockStatsList *head = NULL, **p_next = &head;
    BlockDriverState *bs = NULL;
     while ((bs = bdrv_next(bs))) {
        BlockStatsList *info = g_malloc0(sizeof(*info));
        info->value = bdrv_query_stats(bs);
        *p_next = info;
        p_next = &info->next;
    }
    return head;
}",True,qemu,13344f3a17e0a785c0eb8e36f69518f21aa8a91a
19372,"static void isapc_machine_options(MachineClass *m)

{

    pc_common_machine_options(m);

    m->desc = ""ISA-only PC"";

    m->max_cpus = 1;

}
",False,qemu,41742767bfa8127954b6f57b39b590adcde3ac6c
27183,"static int mpegts_read_packet(AVFormatContext *s,

                              AVPacket *pkt)

{

    MpegTSContext *ts = s->priv_data;



    if (!ts->mpeg2ts_raw) {

        ts->pkt = pkt;

        return handle_packets(ts, 0);

    } else {

        return mpegts_raw_read_packet(s, pkt);

    }

}
",False,FFmpeg,38c48be213b86baa04e64762622afefbba1afa70
14781,"static size_t buffered_set_rate_limit(void *opaque, size_t new_rate)

{

    QEMUFileBuffered *s = opaque;



    if (s->has_error)

        goto out;



    s->xfer_limit = new_rate / 10;

    

out:

    return s->xfer_limit;

}
",False,qemu,3d002df33eb034757d98e1ae529318f57df78f91
5464,"static int jazz_led_init(SysBusDevice *dev)

{

    LedState *s = FROM_SYSBUS(LedState, dev);



    memory_region_init_io(&s->iomem, &led_ops, s, ""led"", 1);

    sysbus_init_mmio(dev, &s->iomem);



    s->con = graphic_console_init(jazz_led_update_display,

                                  jazz_led_invalidate_display,

                                  NULL,

                                  jazz_led_text_update, s);



    return 0;

}
",False,qemu,2c62f08ddbf3fa80dc7202eb9a2ea60ae44e2cc5
5880,"static void gicv3_cpuif_el_change_hook(ARMCPU *cpu, void *opaque)

{

    /* Do nothing for now. */

}
",False,qemu,f7b9358e2cf12a5eb07f5f9301fdadc932f9ee03
16569,"static void phys_page_set(target_phys_addr_t index, target_phys_addr_t nb,

                          uint16_t leaf)

{

    /* Wildly overreserve - it doesn't matter much. */

    phys_map_node_reserve(3 * P_L2_LEVELS);



    phys_page_set_level(&phys_map, &index, &nb, leaf, P_L2_LEVELS - 1);

}
",False,qemu,ac1970fbe8ad5a70174f462109ac0f6c7bf1bc43
14099,"static void gen_dcbz(DisasContext *ctx)

{

    TCGv tcgv_addr;

    TCGv_i32 tcgv_is_dcbzl;

    int is_dcbzl = ctx->opcode & 0x00200000 ? 1 : 0;



    gen_set_access_type(ctx, ACCESS_CACHE);

    tcgv_addr = tcg_temp_new();

    tcgv_is_dcbzl = tcg_const_i32(is_dcbzl);



    gen_addr_reg_index(ctx, tcgv_addr);

    gen_helper_dcbz(cpu_env, tcgv_addr, tcgv_is_dcbzl);



    tcg_temp_free(tcgv_addr);

    tcg_temp_free_i32(tcgv_is_dcbzl);

}
",True,qemu,c9f82d013be0d8d9c5d9f51bb76e337a0a5a5cac
16252,"static void migrate_put_status(QDict *qdict, const char *name,

                               uint64_t trans, uint64_t rem, uint64_t total)

{

    QObject *obj;



    obj = qobject_from_jsonf(""{ 'transferred': %"" PRId64 "", ""

                               ""'remaining': %"" PRId64 "", ""

                               ""'total': %"" PRId64 "" }"", trans, rem, total);

    assert(obj != NULL);



    qdict_put_obj(qdict, name, obj);

}
",False,qemu,ba14414174b72fa231997243a9650feaa520d054
8311,"static int context_init(H264Context *h){

    CHECKED_ALLOCZ(h->top_borders[0], h->s.mb_width * (16+8+8) * sizeof(uint8_t))

    CHECKED_ALLOCZ(h->top_borders[1], h->s.mb_width * (16+8+8) * sizeof(uint8_t))



    return 0;

fail:

    return -1; // free_tables will clean up for us

}
",False,FFmpeg,d31dbec3742e488156621b9ca21069f8c05aabf0
6921,"void bdrv_drained_begin(BlockDriverState *bs)

{

    if (!bs->quiesce_counter++) {

        aio_disable_external(bdrv_get_aio_context(bs));

        bdrv_parent_drained_begin(bs);

    }



    bdrv_io_unplugged_begin(bs);

    bdrv_drain_recurse(bs);

    if (qemu_in_coroutine()) {

        bdrv_co_yield_to_drain(bs);

    } else {

        bdrv_drain_poll(bs);

    }

    bdrv_io_unplugged_end(bs);

}
",False,qemu,d42cf28837801cd1f835089fe9db2a42a1af55cd
12308,"BalloonInfo *qmp_query_balloon(Error **errp)

{

    BalloonInfo *info;



    if (kvm_enabled() && !kvm_has_sync_mmu()) {

        error_set(errp, QERR_KVM_MISSING_CAP, ""synchronous MMU"", ""balloon"");

        return NULL;

    }



    info = g_malloc0(sizeof(*info));



    if (qemu_balloon_status(info) == 0) {

        error_set(errp, QERR_DEVICE_NOT_ACTIVE, ""balloon"");

        qapi_free_BalloonInfo(info);

        return NULL;

    }



    return info;

}
",False,qemu,6502a14734e71b2f6dd079b0a1e546e6aa2d2f8d
13592,"void g_free(void *ptr)

{

    __coverity_free__(ptr);

    __coverity_mark_as_afm_freed__(ptr, AFM_free);

}
",False,qemu,7ad4c7200111d20eb97eed4f46b6026e3f0b0eef
19357,"static uint32_t qvirtio_pci_config_readl(QVirtioDevice *d, uint64_t off)

{

    QVirtioPCIDevice *dev = (QVirtioPCIDevice *)d;

    uint32_t value;



    value = qpci_io_readl(dev->pdev, CONFIG_BASE(dev) + off);

    if (qvirtio_is_big_endian(d)) {

        value = bswap32(value);

    }

    return value;

}
",True,qemu,b4ba67d9a702507793c2724e56f98e9b0f7be02b
