id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_baseline,predizione_post_steering
41,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
42,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
43,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
44,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
45,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
46,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
47,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
48,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
49,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
50,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
51,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
52,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
53,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
54,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
55,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
56,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
57,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
58,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
59,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
60,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
61,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
62,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
63,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
64,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
65,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
66,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
67,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
68,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
69,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
70,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
71,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
72,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
73,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
74,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
75,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
76,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
77,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
78,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
79,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
80,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
81,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
82,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
83,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
84,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
85,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
86,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
87,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
88,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
89,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
90,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
91,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
92,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
93,Qwen/Qwen2.5-7B-Instruct,18,20,Vulnerabile,Vulnerabile,Sicuro
94,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
95,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
96,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
97,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
98,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
99,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
100,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
101,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
102,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
103,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
104,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
105,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
106,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
107,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
108,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
109,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
110,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
111,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
112,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
113,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
114,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
115,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
116,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
117,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
118,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
119,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
120,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
121,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
122,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
123,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
124,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
125,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
126,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
127,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
128,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
129,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
130,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
131,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
132,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
133,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
134,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
135,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
136,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
137,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
138,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
139,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
140,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
141,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
142,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
143,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
144,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
145,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
146,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
147,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
148,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
149,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
150,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
151,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
152,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
153,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
154,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
155,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
156,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
157,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
158,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
159,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
160,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
161,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
162,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
163,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
164,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
165,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
166,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
167,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
168,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
169,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
170,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
171,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
172,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
173,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
174,Qwen/Qwen2.5-Coder-7B-Instruct,18,30,Vulnerabile,Vulnerabile,Sicuro
175,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
176,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
177,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
178,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
179,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
180,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
181,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
182,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
183,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
184,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
185,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
186,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
187,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
188,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
189,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
190,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
191,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Non Classificato
192,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
193,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
194,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
195,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
196,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
197,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
198,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
199,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
200,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
201,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
202,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
203,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
204,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
205,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Non Classificato
206,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
207,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
208,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
209,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
210,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
211,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
212,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
213,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
214,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
215,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
216,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
217,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
218,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
219,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
220,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
221,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
222,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
223,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
224,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
225,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
226,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
227,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
228,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
229,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
230,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
231,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
232,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
233,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
234,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
235,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
236,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
237,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
238,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
239,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
240,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
241,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
242,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
243,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
244,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
245,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
246,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
247,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
248,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
249,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
250,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
251,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
252,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
253,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
254,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
255,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
256,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
257,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
258,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Non Classificato
259,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
260,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
261,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
262,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
263,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
264,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
265,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
266,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile
267,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
268,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
269,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
270,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
271,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
272,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
273,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro
