id_snippet,modello,layer_attaccato,metodo_scelta,moltiplicatore,target_vero,predizione_post_steering
44,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
45,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
46,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
47,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
48,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Sicuro
49,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Sicuro
50,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
51,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
52,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
53,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
54,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Sicuro
55,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
56,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
57,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
58,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
59,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
60,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
61,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
62,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
63,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Sicuro
64,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
65,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
66,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
67,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
68,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
69,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
70,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
71,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
72,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
73,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
74,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
75,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
76,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
77,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
78,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
79,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
80,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
81,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
82,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
83,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
84,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
85,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
86,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
87,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
88,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
89,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
90,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Sicuro
91,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
92,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
93,Qwen/Qwen2.5-7B-Instruct,26,Max_L2,20,Vulnerabile,Vulnerabile
94,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
95,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
96,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
97,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
98,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
99,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
100,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
101,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
102,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
103,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
104,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
105,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
106,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
107,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
108,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
109,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
110,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
111,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
112,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
113,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
114,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
115,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
116,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
117,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
118,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
119,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
120,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
121,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
122,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
123,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
124,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
125,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
126,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
127,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
128,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
129,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
130,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
131,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
132,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
133,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
134,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
135,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
136,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
137,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
138,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
139,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
140,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
141,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
142,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
143,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
144,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
145,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
146,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
147,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
148,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
149,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
150,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
151,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
152,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
153,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
154,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Sicuro
155,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
156,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
157,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
158,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
159,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
160,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
161,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
162,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
163,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
164,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
165,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
166,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
167,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
168,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
169,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
170,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
171,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
172,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
173,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
174,Qwen/Qwen2.5-Coder-7B-Instruct,26,Max_L2,30,Vulnerabile,Vulnerabile
175,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
176,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
177,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
178,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
179,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
180,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
181,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
182,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
183,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
184,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
185,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
186,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
187,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
188,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
189,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
190,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
191,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
192,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
193,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Sicuro
194,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
195,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
196,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
197,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
198,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
199,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
200,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
201,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
202,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
203,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
204,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
205,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
206,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
207,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
208,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
209,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
210,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
211,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
212,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
213,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
214,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
215,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
216,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
217,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
218,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
219,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
220,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
221,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
222,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
223,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
224,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
225,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
226,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
227,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
228,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
229,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
230,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
231,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
232,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
233,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
234,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
235,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
236,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
237,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
238,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
239,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
240,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
241,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
242,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
243,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
244,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
245,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
246,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
247,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
248,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
249,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
250,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
251,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
252,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
253,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
254,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
255,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
256,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
257,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
258,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
259,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
260,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
261,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
262,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
263,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
264,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
265,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
266,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
267,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
268,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
269,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
270,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
271,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
272,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
273,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
274,meta-llama/Llama-3.1-8B-Instruct,31,Max_L2,3,Vulnerabile,Vulnerabile
