id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_post_steering
37,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
38,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Sicuro
39,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
40,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
41,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
42,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
43,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
44,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
45,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
46,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
47,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
48,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
49,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
50,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
51,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
52,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
53,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
54,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
55,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
56,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
57,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
58,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
59,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
60,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
61,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
62,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
63,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Sicuro
64,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
65,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
66,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
67,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
68,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
69,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
70,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
71,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
72,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
73,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
74,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
75,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
76,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
77,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
78,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
79,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
80,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
81,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
82,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
83,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
84,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
85,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
86,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
87,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
88,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
89,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
90,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Sicuro
91,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
92,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
93,Qwen/Qwen2.5-7B-Instruct,1,20,Vulnerabile,Vulnerabile
